//Index   Type   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   ElementalAttribute   ElementalPattern   ElementalDefense   ElementalDamageMin   ElementalDamageMax   ElementalAttackRate   ElementalDefenseRate   ExperienceLevel
253       1      "Potion Girl Amy"                    2       2         0         2           2           2         2              2            2             0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
254       1      "Pasi the Mage"                      2       2         0         2           2           2         2              2            2             0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
255       1      "Lumen the Barmaid"                  2       2         0         2           2           2         2              2            2             0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
256       1      "Lahap"                              2       2         0         2           2           2         2              2            2             0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
257       1      "Shadow Phantom Soldier"             2       2         0         2           2           2         2              2            2             0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
258       1      "Luke the Helper"                    210     210       0         210         210         210       210            210          210           5           0            5             5           400         1500          10          1           200        10          0              0              0             0             0             0             0             0             0             0                    0                  210                0                    0                    0                     0                      210 
259       1      "Oracle Layla"                       2       2         0         2           2           2         2              2            2             0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
260       0      "Death Angel"                        201     201       0         201         201         201       201            201          201           3           17           6             7           500         1500          5           2           135        0           3              0              23            23            23            23            0             0             0             0                    0                  201                0                    0                    0                     0                      201 
261       0      "Death Centurion"                    247     247       0         247         247         247       247            247          247           3           17           6             7           500         1500          5           2           135        0           3              0              25            25            25            25            0             0             0             0                    0                  247                0                    0                    0                     0                      247 
262       0      "Blood Soldier"                      188     188       0         188         188         188       188            188          188           3           17           6             7           500         1500          5           2           155        0           3              0              22            22            22            22            0             0             0             0                    0                  188                0                    0                    0                     0                      188 
263       0      "Aegis"                              162     162       0         162         162         162       162            162          162           3           17           1             7           500         1500          5           2           155        0           3              0              20            20            20            20            0             0             0             0                    0                  162                0                    0                    0                     0                      162 
264       0      "Rogue Centurion"                    175     175       0         175         175         175       175            175          175           3           17           2             5           500         1500          5           2           155        0           3              0              21            21            21            21            0             0             0             0                    0                  175                0                    0                    0                     0                      175 
265       0      "Necron"                             224     224       0         224         224         224       224            224          224           3           17           2             5           500         1500          5           2           135        0           3              0              24            24            24            24            0             0             0             0                    0                  224                0                    0                    0                     0                      224 
266       0      "Schriker"                           281     281       0         281         281         281       281            281          281           3           17           6             7           500         1600          5           2           135        0           4              0              26            26            26            26            0             0             0             0                    0                  281                0                    0                    0                     0                      281 
267       0      "Illusion of Kundun"                 342     342       0         342         342         342       342            342          342           3           150          10            7           800         1700          14400       2           110        0           4              0              50            50            50            50            0             0             0             0                    0                  342                0                    0                    0                     0                      342 
268       0      "Death Angel"                        281     281       0         281         281         281       281            281          281           3           17           6             7           500         1500          5           2           130        0           3              0              26            26            26            26            0             0             0             0                    0                  281                0                    0                    0                     0                      281 
269       0      "Death Centurion"                    326     326       0         326         326         326       326            326          326           3           17           6             7           500         1500          5           2           130        0           3              0              28            28            28            28            0             0             0             0                    0                  326                0                    0                    0                     0                      326 
270       0      "Blood Soldier"                      261     261       0         261         261         261       261            261          261           3           17           6             7           500         1500          5           2           150        0           3              0              25            25            25            25            0             0             0             0                    0                  261                0                    0                    0                     0                      261 
271       0      "Aegis"                              232     232       0         232         232         232       232            232          232           3           17           1             7           500         1500          5           2           150        0           3              0              23            23            23            23            0             0             0             0                    0                  232                0                    0                    0                     0                      232 
272       0      "Rogue Centurion"                    247     247       0         247         247         247       247            247          247           3           17           2             5           500         1500          5           2           150        0           3              0              24            24            24            24            0             0             0             0                    0                  247                0                    0                    0                     0                      247 
273       0      "Necron"                             301     301       0         301         301         301       301            301          301           3           17           2             5           500         1500          5           2           130        0           3              0              27            27            27            27            0             0             0             0                    0                  301                0                    0                    0                     0                      301 
274       0      "Schriker"                           352     352       0         352         352         352       352            352          352           3           17           6             7           500         1600          5           2           130        0           4              0              29            29            29            29            0             0             0             0                    0                  352                0                    0                    0                     0                      352 
275       0      "Kundun"                             508     508       0         508         508         508       508            508          508           3           150          15            10          800         2000          14400       2           100        0           4              0              100           254           100           100           0             0             0             0                    0                  508                0                    0                    0                     0                      508 
277       0      "Castle Gate"                        2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
278       0      "Life Stone"                         2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
283       0      "Guardian Statue"                    2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
284       0      "�?�"                                2       2         0         2           2           2         2              2            2             0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
285       0      "Guardian"                           2       2         0         2           2           2         2              2            2             0           0            0             5           400         1500          5           0           200        10          0              0              0             0             0             0             0             0             0             0                    0                  2                  0                    0                    0                     0                      2   
286       0      "Archer"                             257     257       0         257         257         257       257            257          257           0           0            6             7           400         2000          0           2           0          0           0              0              7             7             7             7             0             0             0             0                    0                  257                0                    0                    0                     0                      257 
287       0      "Spearman"                           257     257       0         257         257         257       257            257          257           0           0            1             3           400         1600          0           2           0          0           0              0              7             7             7             7             0             0             0             0                    0                  257                0                    0                    0                     0                      257 
288       0      "Canon Tower"                        879     879       0         879         879         879       879            879          879           0           150          7             6           400         2000          0           0           0          0           0              0              0             0             0             0             0             0             0             0                    0                  879                0                    0                    0                     0                      879 
290       0      "Lizard Warrior"                     158     158       0         158         158         158       158            158          158           3           0            1             5           400         1400          5           2           200        46          3              0              26            26            26            26            0             0             0             0                    0                  158                0                    0                    0                     0                      158 
291       0      "Fire Golem"                         266     266       0         266         266         266       266            266          266           3           0            1             7           500         1600          5           2           150        166         4              0              29            29            29            29            0             0             0             0                    0                  266                0                    0                    0                     0                      266 
292       0      "Queen Bee"                          219     219       0         219         219         219       219            219          219           3           3            5             5           500         2000          5           2           180        46          3              0              28            28            28            28            0             0             0             0                    0                  219                0                    0                    0                     0                      219 
293       0      "Poison Golem"                       184     184       0         184         184         184       184            184          184           3           17           4             6           500         2000          5           2           180        100         3              0              27            27            27            27            0             0             0             0                    0                  184                0                    0                    0                     0                      184 
294       0      "Ax Warrior"                         146     146       0         146         146         146       146            146          146           3           0            1             5           400         1400          5           2           200        46          3              0              25            25            25            25            0             0             0             0                    0                  146                0                    0                    0                     0                      146 
295       0      "Erohim"                             402     402       0         402         402         402       402            402          402           3           150          6             8           650         1600          14400       2           100        100         4              0              100           254           100           100           0             0             0             0                    0                  402                0                    0                    0                     0                      402 
300       0      "Hero Mutant"                        175     175       0         175         175         175       175            175          175           20          0            1             10          800         1600          5           2           150        10          3              0              16            16            16            16            0             0             0             0                    0                  175                0                    0                    0                     0                      175 
301       0      "Omega Wing"                         266     266       0         266         266         266       266            266          266           20          0            1             10          800         1600          5           2           150        10          3              0              26            26            28            26            0             0             0             0                    0                  266                0                    0                    0                     0                      266 
302       0      "Axl Hero"                           188     188       0         188         188         188       188            188          188           20          0            1             10          800         1600          5           2           150        10          3              0              50            50            50            50            0             0             0             0                    0                  188                0                    0                    0                     0                      188 
303       0      "Gigas Golem"                        228     228       0         228         228         228       228            228          228           20          17           5             10          1000        2500          5           2           150        10          3              0              54            54            54            54            0             0             0             0                    0                  228                0                    0                    0                     0                      228 
304       0      "Witch Queen"                        228     228       0         228         228         228       228            228          228           4           0            3             7           450         1700          5           2           160        46          3              0              22            22            22            22            0             0             0             0                    0                  228                0                    0                    0                     0                      228 
305       0      "Blue Golem"                         184     184       0         184         184         184       184            184          184           4           0            2             7           450         1500          5           2           180        46          3              0              21            21            21            21            0             0             0             0                    0                  184                0                    0                    0                     0                      184 
306       0      "Death Rider"                        158     158       0         158         158         158       158            158          158           4           0            1             5           450         1400          5           2           180        46          3              0              20            20            20            20            0             0             0             0                    0                  158                0                    0                    0                     0                      158 
307       0      "Forest Orc"                         142     142       0         142         142         142       142            142          142           4           0            1             5           450         1400          5           2           180        46          3              0              19            19            19            19            0             0             0             0                    0                  142                0                    0                    0                     0                      142 
308       0      "Death Tree"                         134     134       0         134         134         134       134            134          134           4           0            1             5           450         1400          5           2           180        46          3              0              18            18            18            18            0             0             0             0                    0                  134                0                    0                    0                     0                      134 
309       0      "Hell Maine"                         247     247       0         247         247         247       247            247          247           6           0            5             10          600         2000          5           2           150        46          4              0              50            50            50            50            0             0             0             0                    0                  247                0                    0                    0                     0                      247 
310       0      "Hammer Scout"                       242     242       0         242         242         242       242            242          242           6           0            1             5           600         1600          5           2           180        28          3              0              15            15            15            15            0             0             0             0                    0                  242                0                    0                    0                     0                      242 
311       0      "Lance Scout"                        242     242       0         242         242         242       242            242          242           6           0            3             6           600         1600          5           2           180        28          3              0              17            17            17            17            0             0             0             0                    0                  242                0                    0                    0                     0                      242 
312       0      "Bow Scout"                          242     242       0         242         242         242       242            242          242           6           0            6             7           700         1700          5           2           180        28          3              0              19            19            19            19            0             0             0             0                    0                  242                0                    0                    0                     0                      242 
313       0      "Werewolf"                           347     347       0         347         347         347       347            347          347           6           0            1             7           600         1600          5           2           180        28          3              0              21            21            21            21            0             0             0             0                    0                  347                0                    0                    0                     0                      347 
314       0      "Scout(Hero)"                        373     373       0         373         373         373       373            373          373           6           0            2             7           700         1700          5           2           150        28          3              0              23            23            23            23            0             0             0             0                    0                  373                0                    0                    0                     0                      373 
315       0      "Werewolf(Hero)"                     395     395       0         395         395         395       395            395          395           6           0            2             7           700         1700          5           2           150        28          3              0              25            25            25            25            0             0             0             0                    0                  395                0                    0                    0                     0                      395 
316       0      "Balram"                             425     425       0         425         425         425       425            425          425           6           0            3             7           700         1700          5           2           130        28          3              0              27            27            27            27            0             0             0             0                    0                  425                0                    0                    0                     0                      425 
317       0      "Soram"                              434     434       0         434         434         434       434            434          434           6           0            7             7           700         1700          5           2           130        28          3              0              29            29            29            29            0             0             0             0                    0                  434                0                    0                    0                     0                      434 
331       0      "Aegis"                              310     310       0         310         310         310       310            310          310           3           17           1             7           500         1500          5           2           150        0           3              0              23            23            23            23            0             0             0             0                    0                  310                0                    0                    0                     0                      310 
332       0      "Rogue Centurion"                    326     326       0         326         326         326       326            326          326           3           17           2             5           500         1500          5           2           150        0           3              0              24            24            24            24            0             0             0             0                    0                  326                0                    0                    0                     0                      326 
333       0      "Blood Soldier"                      342     342       0         342         342         342       342            342          342           3           17           6             7           500         1500          5           2           150        0           3              0              25            25            25            25            0             0             0             0                    0                  342                0                    0                    0                     0                      342 
334       0      "Death Angel"                        364     364       0         364         364         364       364            364          364           3           17           6             7           500         1500          5           2           130        0           3              0              26            26            26            26            0             0             0             0                    0                  364                0                    0                    0                     0                      364 
335       0      "Necron"                             385     385       0         385         385         385       385            385          385           3           17           2             5           500         1500          5           2           130        0           3              0              27            27            27            27            0             0             0             0                    0                  385                0                    0                    0                     0                      385 
336       0      "Death Centurion"                    412     412       0         412         412         412       412            412          412           3           17           6             7           500         1500          5           2           130        0           3              0              28            28            28            28            0             0             0             0                    0                  412                0                    0                    0                     0                      412 
337       0      "Schriker"                           439     439       0         439         439         439       439            439          439           3           17           6             7           500         1600          5           2           130        0           4              0              29            29            29            29            0             0             0             0                    0                  439                0                    0                    0                     0                      439 
338       0      "Illusion of Kundun"                 470     470       0         470         470         470       470            470          470           3           150          10            7           800         1700          14400       2           100        0           4              0              60            60            60            60            0             0             0             0                    0                  470                0                    0                    0                     0                      470 
340       0      "Dark Elf"                           439     439       0         439         439         439       439            439          439           6           0            6             10          700         1700          5           2           150        28          3              0              23            23            23            23            0             0             0             0                    0                  439                0                    0                    0                     0                      439 
341       0      "Soram"                              434     434       0         434         434         434       434            434          434           6           0            4             7           700         1700          5           2           150        28          3              0              25            25            25            25            0             0             0             0                    0                  434                0                    0                    0                     0                      434 
344       0      "Balram"                             434     434       0         434         434         434       434            434          434           6           0            7             7           700         1700          5           2           150        28          3              0              23            23            23            23            0             0             0             0                    0                  434                0                    0                    0                     0                      434 
345       0      "Death spirit"                       434     434       0         434         434         434       434            434          434           6           0            6             7           700         1700          5           2           150        28          3              0              25            25            25            25            0             0             0             0                    0                  434                0                    0                    0                     0                      434 
348       0      "Tanker"                             429     429       0         429         429         429       429            429          429           6           0            6             7           700         1700          5           2           150        28          3              0              23            23            23            23            0             0             0             0                    0                  429                0                    0                    0                     0                      429 
349       0      "Balgass"                            439     439       0         439         439         439       439            439          439           6           0            6             7           700         1700          5           2           150        14          3              0              23            23            23            23            0             0             0             0                    0                  439                0                    0                    0                     0                      439 
350       0      "Berserker"                          257     257       0         257         257         257       257            257          257           3           0            2             7           500         1550          5           2           135        33          4              0              25            25            25            25            0             0             0             0                    0                  257                0                    0                    0                     0                      257 
351       0      "Splinter Wolf"                      167     167       0         167         167         167       167            167          167           3           0            2             7           500         1500          5           2           155        33          3              0              20            20            20            20            0             0             0             0                    0                  167                0                    0                    0                     0                      167 
352       0      "Iron Rider"                         175     175       0         175         175         175       175            175          175           3           0            2             5           500         1500          5           2           155        33          3              0              21            21            21            21            0             0             0             0                    0                  175                0                    0                    0                     0                      175 
353       0      "Satyros"                            188     188       0         188         188         188       188            188          188           3           0            2             7           500         1500          5           2           155        33          3              0              22            22            22            22            0             0             0             0                    0                  188                0                    0                    0                     0                      188 
354       0      "Blade Hunter"                       201     201       0         201         201         201       201            201          201           3           0            1             7           500         1500          5           2           135        33          3              0              23            23            23            23            0             0             0             0                    0                  201                0                    0                    0                     0                      201 
355       0      "Kentauros"                          224     224       0         224         224         224       224            224          224           3           0            4             5           500         1500          5           2           135        33          3              0              24            24            24            24            0             0             0             0                    0                  224                0                    0                    0                     0                      224 
356       0      "Gigantis"                           247     247       0         247         247         247       247            247          247           3           0            2             7           500         1500          5           2           135        33          3              0              25            25            25            25            0             0             0             0                    0                  247                0                    0                    0                     0                      247 
357       0      "Genocider"                          281     281       0         281         281         281       281            281          281           3           0            2             7           500         1600          5           2           135        33          4              0              26            26            26            26            0             0             0             0                    0                  281                0                    0                    0                     0                      281 
358       0      "Persona"                            347     347       0         347         347         347       347            347          347           3           0            5             7           500         1600          5           2           130        33          4              0              29            29            29            29            0             0             0             0                    0                  347                0                    0                    0                     0                      347 
359       0      "Twin Tale"                          342     342       0         342         342         342       342            342          342           3           0            4             7           500         1500          5           2           130        33          3              0              28            28            28            28            0             0             0             0                    0                  342                0                    0                    0                     0                      342 
360       0      "Dreadfear"                          352     352       0         352         352         352       352            352          352           3           0            2             5           500         1500          5           2           130        33          3              0              27            27            27            27            0             0             0             0                    0                  352                0                    0                    0                     0                      352 
361       0      "Nightmare"                          439     439       0         439         439         439       439            439          439           6           0            2             7           700         1700          5           2           150        46          3              0              150           255           150           150           0             0             0             0                    0                  439                0                    0                    0                     0                      439 
